Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-06-30,142442,12444
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-05-31,96520,12445
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-04-30,80421,12446
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-03-31,228822,12447
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-02-29,178623,12448
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-01-31,143279,12449
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-12-31,135149,12450
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-11-30,47979,12451
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-10-31,103695,12452
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-09-30,122425,12453
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-08-31,291429,12454
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-07-31,182278,12455
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-06-30,108736,12456
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-05-31,71102,12457
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-04-30,64913,12458
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-03-31,208889,12459
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-02-29,156112,12460
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-01-31,133172,12461
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-12-31,8955,12462
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-11-30,6895,12463
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-10-31,21390,12464
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-09-30,41315,12465
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-08-31,60000,12466
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-07-31,63562,12467
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-06-30,33705,12468
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-05-31,25418,12469
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-04-30,15508,12470
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-03-31,19934,12471
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-02-29,22512,12472
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-01-31,10107,12473
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-12-31,54035,12474
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-11-30,42942,12475
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-10-31,70034,12476
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-09-30,64615,12477
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-08-31,97148,12478
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-07-31,67039,12479
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-06-30,51192,12480
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-05-31,57416,12481
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-04-30,56305,12482
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-03-31,73224,12483
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-02-29,42151,12484
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-01-31,33804,12485
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-12-31,48577,12486
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-11-30,39591,12487
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-10-31,60737,12488
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-09-30,53803,12489
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-08-31,87815,12490
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-07-31,58025,12491
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-06-30,45258,12492
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-05-31,46707,12493
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-04-30,47378,12494
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-03-31,63736,12495
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-02-29,36242,12496
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-01-31,29128,12497
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-12-31,5458,12498
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-11-30,3352,12499
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-10-31,9297,12500
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-09-30,10813,12501
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-08-31,9333,12502
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-07-31,9014,12503
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-06-30,5935,12504
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-05-31,10709,12505
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-04-30,8928,12506
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-03-31,9488,12507
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-02-29,5909,12508
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-01-31,4675,12509
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-12-31,161086,12510
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-11-30,191257,12511
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-10-31,264449,12512
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-09-30,245212,12513
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-08-31,250744,12514
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-07-31,233085,12515
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-06-30,227645,12516
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-05-31,237209,12517
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-04-30,190334,12518
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-03-31,201052,12519
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-02-29,174127,12520
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-01-31,138688,12521
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-12-31,131753,12522
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-11-30,151819,12523
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-10-31,212765,12524
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-09-30,185021,12525
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-08-31,182656,12526
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-07-31,175061,12527
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-06-30,162807,12528
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-05-31,162674,12529
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-04-30,147265,12530
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-03-31,163567,12531
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-02-29,136834,12532
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-01-31,110994,12533
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-12-31,29333,12534
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-11-30,39437,12535
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-10-31,51685,12536
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-09-30,60191,12537
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-08-31,68088,12538
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-07-31,58024,12539
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-06-30,64838,12540
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-05-31,74535,12541
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-04-30,43069,12542
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-03-31,37485,12543
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-02-29,37293,12544
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-01-31,27695,12545
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-12-31,159514,12546
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-11-30,155799,12547
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-10-31,294941,12548
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-09-30,409636,12549
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-08-31,679748,12550
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-07-31,506727,12551
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-06-30,312447,12552
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-05-31,242931,12553
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-04-30,202677,12554
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-03-31,240558,12555
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-02-29,129291,12556
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-01-31,115240,12557
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-12-31,142820,12558
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-11-30,136449,12559
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-10-31,248794,12560
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-09-30,335038,12561
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-08-31,590807,12562
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-07-31,430495,12563
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-06-30,242807,12564
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-05-31,187979,12565
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-04-30,171287,12566
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-03-31,220233,12567
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-02-29,113729,12568
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-01-31,102059,12569
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-12-31,16694,12570
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-11-30,19349,12571
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-10-31,46148,12572
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-09-30,74599,12573
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-08-31,88941,12574
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-07-31,76232,12575
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-06-30,69640,12576
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-05-31,54951,12577
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-04-30,31390,12578
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-03-31,20325,12579
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-02-29,15562,12580
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-01-31,13181,12581
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-12-31,237980,12582
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-11-30,428457,12583
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-10-31,6019888,12584
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-09-30,9279703,12585
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-08-31,10921751,12586
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-07-31,10638009,12587
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-06-30,9183976,12588
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-05-31,7118452,12589
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-04-30,2677898,12590
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-03-31,1441248,12591
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-02-29,540910,12592
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-01-31,224092,12593
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-12-31,59824,12594
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-11-30,118733,12595
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-10-31,453456,12596
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-09-30,521822,12597
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-08-31,818549,12598
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-07-31,741548,12599
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-06-30,608546,12600
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-05-31,437315,12601
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-04-30,358636,12602
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-03-31,318946,12603
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-02-29,138866,12604
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-01-31,60159,12605
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-12-31,178156,12606
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-11-30,309724,12607
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-10-31,5566432,12608
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-09-30,8757881,12609
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-08-31,10103202,12610
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-07-31,9896460,12611
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-06-30,8575430,12612
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-05-31,6681137,12613
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-04-30,2319262,12614
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-03-31,1122302,12615
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-02-29,402044,12616
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Extranjero,2016-01-31,163933,12617
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-12-31,3397366,12618
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-11-30,3491991,12619
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-10-31,3852018,12620
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-09-30,3620933,12621
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-08-31,4380677,12622
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-07-31,4148685,12623
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-06-30,3404937,12624
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-05-31,3225907,12625
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-04-30,3259300,12626
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-03-31,3657266,12627
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-02-29,3285535,12628
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,General,2016-01-31,3322102,12629
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-12-31,260362,12630
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-11-30,215746,12631
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-10-31,300507,12632
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-09-30,428898,12633
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-08-31,709812,12634
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-07-31,563897,12635
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-06-30,397653,12636
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-05-31,319917,12637
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-04-30,250772,12638
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-03-31,278756,12639
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-02-29,196976,12640
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Espana,2016-01-31,249635,12641
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-12-31,3137004,12642
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-11-30,3276245,12643
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-10-31,3551511,12644
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-09-30,3192035,12645
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-08-31,3670866,12646
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-07-31,3584789,12647
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-06-30,3007284,12648
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-05-31,2905989,12649
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-04-30,3008529,12650
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-03-31,3378510,12651
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-02-29,3088560,12652
Total Nacional,Canarias,Las palmas de gran canaria,Pernoctaciones,Extranjero,2016-01-31,3072467,12653
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-12-31,2209625,12654
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-11-30,2191980,12655
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-10-31,2285024,12656
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-09-30,2190613,12657
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-08-31,2633413,12658
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-07-31,2465037,12659
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-06-30,2031549,12660
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-05-31,1952355,12661
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-04-30,2044535,12662
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-03-31,2299610,12663
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-02-29,2162250,12664
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,General,2016-01-31,2190112,12665
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-12-31,258025,12666
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-11-30,225346,12667
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-10-31,280801,12668
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-09-30,342876,12669
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-08-31,513835,12670
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-07-31,459935,12671
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-06-30,359040,12672
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-05-31,340412,12673
Total Nacional,Canarias,Sta. cruz de tenerife,Pernoctaciones,Espana,2016-04-30,270002,12674
